GOAL_ID,MATCH_ID,PID,DURATION,ASSIST,GOAL_DESC
gl470,mt154,ply1479,4,ply864,right-footed shot
gl471,mt154,ply1075,28,ply864,penalty
gl472,mt154,ply585,69,ply864,right-footed shot
gl473,mt155,ply396,12,ply653,right-footed shot
gl474,mt155,ply1064,81,ply653,right-footed shot
gl475,mt155,ply644,90,ply982,left-footed shot
gl476,mt156,ply654,36,ply293,left-footed shot
gl477,mt157,ply413,39,,left-footed shot
gl478,mt157,ply1075,72,ply1479,penalty
gl479,mt159,ply1480,33,ply1401,left-footed shot
gl480,mt159,ply1422,55,ply1481,penalty
gl481,mt159,ply1422,75,,penalty
gl482,mt160,ply396,48,ply664,right-footed shot
gl483,mt160,,77,,right-footed shot
gl484,mt160,ply1482,90,,own goal
gl485,mt161,ply422,10,,penalty
gl486,mt161,ply424,77,ply585,right-footed shot
gl487,mt162,ply1078,35,,own goal
gl488,mt163,ply87,26,ply1483,right-footed shot
gl489,mt163,ply855,36,ply87,right-footed shot
gl490,mt163,ply86,42,,right-footed shot
gl491,mt163,ply1096,88,ply1100,left-footed shot
gl492,mt164,ply60,30,ply902,penalty
gl493,mt164,ply902,38,ply928,right-footed shot
gl494,mt164,ply87,54,ply855,header
gl495,mt164,ply87,60,ply81,right-footed shot
gl496,mt165,ply586,55,ply564,right-footed shot
gl497,mt165,ply590,90,,penalty
gl498,mt166,ply586,16,ply564,left-footed shot
gl499,mt166,ply586,33,ply567,right-footed shot
gl500,mt166,ply590,47,,left-footed shot
gl501,mt166,ply142,49,ply590,left-footed shot
gl502,mt166,ply586,54,ply142,left-footed shot
gl503,mt167,ply698,1,ply60,left-footed shot
gl504,mt167,ply60,13,ply1484,left-footed shot
gl505,mt167,ply1182,18,ply1485,left-footed shot
gl506,mt168,ply134,47,ply60,right-footed shot
gl507,mt168,ply128,49,ply60,right-footed shot
gl508,mt168,ply928,66,ply902,left-footed shot
gl509,mt168,ply1486,80,ply1486,penalty
gl510,mt169,ply1100,60,ply855,right-footed shot
gl511,mt169,ply493,64,ply68,left-footed shot
gl512,mt170,ply1487,13,ply1184,right-footed shot
gl513,mt170,ply1483,79,ply68,header
gl514,mt171,ply579,58,ply1488,right-footed shot
gl515,mt172,ply86,85,ply1095,left-footed shot
gl516,mt173,ply590,1,,right-footed shot
gl517,mt173,ply1487,62,ply1182,penalty
gl518,mt175,ply1489,56,ply1460,penalty
gl519,mt175,ply1234,59,ply1490,left-footed shot
gl520,mt176,ply1114,37,ply283,left-footed shot
gl521,mt176,ply767,76,,penalty
gl522,mt176,ply294,79,ply767,left-footed shot
gl523,mt176,ply292,90,ply1491,right-footed shot
gl524,mt177,ply1492,55,ply843,right-footed shot
gl525,mt178,ply767,10,ply767,penalty
gl526,mt178,ply767,41,,penalty
gl527,mt178,ply1491,50,ply277,left-footed shot
gl528,mt179,ply1493,17,,free kick
gl529,mt179,ply1494,21,ply1494,penalty
gl530,mt179,ply863,42,ply859,header
gl531,mt179,ply866,69,,left-footed shot
gl532,mt179,ply866,72,ply863,right-footed shot
gl533,mt180,ply1114,22,ply288,right-footed shot
gl534,mt180,ply1489,85,ply1447,header
gl535,mt180,ply26,90,ply767,header
gl536,mt181,ply863,4,,right-footed shot
gl537,mt181,ply1495,56,ply1179,right-footed shot
gl538,mt181,ply1496,90,ply866,right-footed shot
gl539,mt182,ply1494,71,ply1497,right-footed shot
gl540,mt183,ply26,8,ply283,left-footed shot
gl541,mt183,ply26,54,ply286,right-footed shot
gl542,mt183,ply26,74,ply285,header
gl543,mt183,ply26,83,,penalty
gl544,mt184,ply547,24,ply1498,right-footed shot
gl545,mt184,ply284,28,,penalty
gl546,mt185,ply382,32,ply1499,right-footed shot
gl547,mt185,ply866,45,ply861,header
gl548,mt185,ply866,81,ply1500,left-footed shot
gl549,mt185,ply1501,86,,penalty
gl550,mt186,ply1502,63,,left-footed shot
gl551,mt186,ply1503,74,,own goal
gl552,mt186,ply21,90,ply323,left-footed shot
gl553,mt187,ply1325,6,ply496,left-footed shot
gl554,mt187,ply1504,23,,own goal
gl555,mt187,ply662,71,ply217,left-footed shot
gl556,mt187,ply1505,76,ply1325,left-footed shot
gl557,mt188,ply705,78,ply212,penalty
gl558,mt188,ply662,90,ply207,left-footed shot
gl559,mt189,ply496,14,ply1308,left-footed shot
gl560,mt189,ply322,42,ply320,penalty
gl561,mt190,ply1050,32,ply1116,right-footed shot
gl562,mt190,ply1506,82,ply474,left-footed shot
gl563,mt191,ply212,14,,left-footed shot
gl564,mt191,ply662,18,,right-footed shot
gl565,mt191,ply662,32,ply201,left-footed shot
gl566,mt192,ply662,18,ply705,left-footed shot
gl567,mt192,ply705,45,,free kick
gl568,mt192,ply662,60,,left-footed shot
gl569,mt193,ply1325,3,ply1507,right-footed shot
gl570,mt193,,22,ply496,right-footed shot
gl571,mt193,ply1116,25,ply1111,left-footed shot
gl572,mt193,ply1325,55,ply1325,penalty
gl573,mt194,ply198,44,ply212,left-footed shot
gl574,mt194,ply1325,67,,penalty
gl575,mt195,ply21,33,,left-footed shot
gl576,mt195,ply322,58,,penalty
gl577,mt195,ply327,73,ply1502,right-footed shot
gl578,mt196,ply1508,16,ply1062,right-footed shot
gl579,mt196,,68,,right-footed shot
gl580,mt196,ply105,78,ply705,right-footed shot
gl581,mt197,ply496,12,ply1317,right-footed shot
gl582,mt197,ply323,15,ply327,right-footed shot
gl583,mt197,ply1325,27,,penalty
gl584,mt197,ply322,76,ply323,header
gl585,mt198,ply118,46,,left-footed shot
gl586,mt198,ply118,84,ply509,header
gl587,mt199,ply740,27,ply740,penalty
gl588,mt199,ply395,42,ply386,right-footed shot
gl589,mt199,ply1509,52,ply395,right-footed shot
gl590,mt199,ply1510,70,ply1218,penalty
gl591,mt199,ply391,82,ply393,right-footed shot
gl592,mt199,ply393,89,ply740,right-footed shot
gl593,mt200,ply364,28,,penalty
gl594,mt200,ply1511,41,ply353,left-footed shot
gl595,mt200,ply1218,59,ply895,right-footed shot
gl596,mt200,ply1214,90,ply1207,right-footed shot
gl597,mt201,ply393,14,ply740,right-footed shot
gl598,mt201,ply740,90,ply395,penalty
gl599,mt202,ply740,5,ply740,penalty
gl600,mt202,ply384,65,ply395,header
gl601,mt202,ply364,75,,left-footed shot
gl602,mt203,ply118,7,ply509,left-footed shot
gl603,mt203,ply118,60,ply699,right-footed shot
gl604,mt203,ply1110,73,,left-footed shot
gl605,mt203,ply1512,82,,own goal
gl606,mt203,ply1214,90,,right-footed shot
gl607,mt204,ply9,52,ply1513,right-footed shot
gl608,mt204,ply1513,57,ply1514,right-footed shot
gl609,mt204,ply1513,70,ply1513,penalty
gl610,mt204,ply115,90,ply381,left-footed shot
gl611,mt205,ply1515,19,ply1218,
gl612,mt205,ply699,35,ply509,left-footed shot
gl613,mt205,ply118,90,ply509,header
gl614,mt206,ply525,21,ply505,header
gl615,mt206,ply699,57,ply118,right-footed shot
gl616,mt206,ply118,66,ply525,right-footed shot
gl617,mt207,ply115,14,ply381,back heel
gl618,mt207,ply1513,21,ply393,right-footed shot
gl619,mt207,ply393,28,,penalty
gl620,mt208,ply347,60,ply1511,header
gl621,mt209,ply699,13,,penalty
gl622,mt209,ply519,20,ply509,right-footed shot
gl623,mt209,ply699,52,,penalty
gl624,mt210,ply1068,16,ply759,left-footed shot
gl625,mt210,ply1068,20,ply765,left-footed shot
gl626,mt211,ply689,23,,penalty
gl627,mt211,ply702,55,,own goal
gl628,mt211,ply704,87,ply522,right-footed shot
gl629,mt212,ply529,64,ply739,header
gl630,mt212,ply529,79,ply739,left-footed shot
gl631,mt213,ply701,21,ply522,left-footed shot
gl632,mt213,ply704,74,ply689,right-footed shot
gl633,mt213,ply704,78,ply692,right-footed shot
gl634,mt213,ply702,87,ply702,penalty
gl635,mt213,ply704,90,ply702,right-footed shot
gl636,mt214,,13,ply1516,right-footed shot
gl637,mt214,ply1516,40,ply1287,right-footed shot
gl638,mt214,ply702,43,ply684,header
gl639,mt215,ply527,6,ply529,left-footed shot
gl640,mt215,ply765,42,ply1068,right-footed shot
gl641,mt215,ply757,57,,penalty
gl642,mt216,ply689,7,,right-footed shot
gl643,mt216,ply689,19,,left-footed shot
gl644,mt216,ply704,35,ply704,penalty
gl645,mt216,ply1287,75,,free kick
gl646,mt216,ply1517,90,ply701,right-footed shot
gl647,mt217,ply741,11,ply527,penalty
gl648,mt218,ply766,26,ply137,right-footed shot
gl649,mt218,ply727,43,ply757,left-footed shot
gl650,mt218,ply1518,45,ply1516,left-footed shot
gl651,mt218,ply756,66,ply1068,right-footed shot
gl652,mt218,ply1518,72,,left-footed shot
gl653,mt218,ply1518,85,,free kick
gl654,mt218,ply1519,90,ply766,left-footed shot
gl655,mt219,ply741,6,,right-footed shot
gl656,mt219,ply704,32,ply687,right-footed shot
gl657,mt219,ply726,69,ply748,right-footed shot
gl658,mt219,ply741,90,ply1520,left-footed shot
gl659,mt220,ply1068,2,ply137,left-footed shot
gl660,mt220,ply758,13,ply1068,right-footed shot
gl661,mt220,ply1521,69,ply765,right-footed shot
gl662,mt220,ply689,80,,penalty
gl663,mt220,ply568,82,,own goal
gl664,mt221,ply741,21,ply735,right-footed shot
gl665,mt221,ply741,38,ply739,right-footed shot
gl666,mt221,ply739,42,ply741,penalty
gl667,mt221,ply741,50,ply527,right-footed shot
gl668,mt221,,57,ply1518,
gl669,mt221,ply739,62,ply527,right-footed shot
gl670,mt222,ply590,53,,left-footed shot
gl671,mt222,ply142,58,ply579,right-footed shot
gl672,mt223,ply740,27,ply386,penalty
gl673,mt223,ply739,32,ply735,left-footed shot
gl674,mt223,ply739,65,,left-footed shot
gl675,mt223,ply529,70,ply521,header
gl676,mt223,ply739,85,ply922,right-footed shot
gl677,mt224,ply432,2,,right-footed shot
gl678,mt224,ply1479,46,ply415,left-footed shot
gl679,mt224,ply525,82,ply523,right-footed shot
gl680,mt225,ply869,7,ply854,right-footed shot
gl681,mt225,ply210,19,ply662,right-footed shot
gl682,mt225,ply662,27,ply705,left-footed shot
gl683,mt225,ply662,43,ply225,left-footed shot
gl684,mt225,ply1492,84,ply1500,right-footed shot
gl685,mt226,ply398,9,,left-footed shot
gl686,mt226,ply136,24,ply133,right-footed shot
gl687,mt226,ply144,42,,right-footed shot
gl688,mt226,ply474,47,,own goal
gl689,mt226,ply496,49,ply1317,right-footed shot
gl690,mt227,ply26,68,,left-footed shot
gl691,mt228,ply652,29,ply644,header
gl692,mt228,ply1064,65,ply652,left-footed shot
gl693,mt229,ply821,86,ply828,right-footed shot
gl694,mt230,ply1075,19,,penalty
gl695,mt230,ply525,49,ply699,right-footed shot
gl696,mt230,ply525,63,ply509,header
gl697,mt230,ply1075,115,,free kick
gl698,mt230,ply523,117,ply1112,header
gl699,mt231,ply662,35,ply225,left-footed shot
gl700,mt231,ply662,54,,penalty
gl701,mt231,ply866,69,,penalty
gl702,mt231,ply866,90,ply863,header
gl703,mt232,ply590,70,ply586,left-footed shot
gl704,mt232,ply142,74,ply30,right-footed shot
gl705,mt233,ply739,31,,penalty
gl706,mt233,ply740,37,ply391,left-footed shot
gl707,mt234,ply653,12,ply664,left-footed shot
gl708,mt234,ply656,18,ply654,right-footed shot
gl709,mt235,ply831,34,ply828,right-footed shot
gl710,mt235,ply729,60,ply837,penalty
gl711,mt235,ply86,83,,free kick
gl712,mt235,ply834,84,ply833,left-footed shot
gl713,mt236,ply398,33,,penalty
gl714,mt236,ply139,73,ply816,right-footed shot
gl715,mt236,,82,ply1522,header
gl716,mt237,ply294,34,ply767,right-footed shot
gl717,mt237,ply1523,90,ply292,left-footed shot
gl718,mt238,ply653,19,ply664,right-footed shot
gl719,mt238,ply225,84,ply662,right-footed shot
gl720,mt238,ply654,90,ply656,left-footed shot
gl721,mt239,ply837,27,ply827,right-footed shot
gl722,mt239,ply834,36,,left-footed shot
gl723,mt239,ply590,51,,left-footed shot
gl724,mt239,ply837,65,ply828,right-footed shot
gl725,mt240,ply288,32,ply284,right-footed shot
gl726,mt240,ply274,85,,right-footed shot
gl727,mt241,ply739,3,ply741,right-footed shot
gl728,mt241,ply726,28,ply741,right-footed shot
gl729,mt241,ply139,37,ply129,header
gl730,mt241,ply143,60,ply135,header
gl731,mt241,ply739,68,ply527,right-footed shot
gl732,mt242,ply432,90,ply1524,right-footed shot
gl733,mt243,ply139,40,,header
gl734,mt244,ply207,15,,right-footed shot
gl735,mt244,ply664,55,,penalty
gl736,mt244,ply654,75,ply652,left-footed shot
gl737,mt246,ply292,14,ply824,right-footed shot
gl738,mt246,ply831,29,ply819,right-footed shot
gl739,mt247,ply726,15,ply527,header
gl740,mt247,ply653,64,ply1070,right-footed shot
gl741,mt247,ply664,71,,free kick
gl742,mt248,ply664,11,,right-footed shot
gl743,mt248,ply664,63,ply654,left-footed shot
gl744,mt249,ply767,28,,header
gl745,mt249,ply288,85,ply292,right-footed shot
gl746,mt250,ply283,42,ply288,left-footed shot
gl747,mt252,ply527,14,ply724,left-footed shot
gl748,mt252,ply527,33,ply1066,left-footed shot
gl749,mt252,ply201,90,ply724,right-footed shot
gl750,mt253,ply1502,9,ply1849,left-footed shot
gl751,mt253,ply1502,39,,right-footed shot
gl752,mt253,ply729,55,ply831,header
gl753,mt253,ply690,85,ply827,header
gl754,mt254,ply1649,52,ply733,left-footed shot
gl755,mt255,ply1649,7,ply527,right-footed shot
gl756,mt255,ply739,61,,header
gl757,mt255,ply1649,63,ply739,left-footed shot
gl758,mt255,ply739,79,ply527,right-footed shot
gl759,mt255,ply739,83,ply527,left-footed shot
gl760,mt256,ply827,18,ply832,right-footed shot
gl761,mt257,ply1649,22,ply1850,right-footed shot
gl762,mt258,ply836,4,ply1371,left-footed shot
gl763,mt258,ply836,7,ply1371,header
gl764,mt258,ply729,14,ply827,penalty
gl765,mt258,ply831,45,ply836,right-footed shot
gl766,mt258,ply831,81,ply818,left-footed shot
gl767,mt258,ply836,90,ply831,right-footed shot
gl768,mt259,ply1851,11,ply1852,right-footed shot
gl769,mt259,ply1853,90,ply305,left-footed shot
gl770,mt260,ply831,17,,right-footed shot
gl771,mt260,ply831,79,ply1371,header
gl772,mt260,ply739,81,ply201,left-footed shot
gl773,mt260,ply733,83,,left-footed shot
gl774,mt261,ply1649,32,ply739,right-footed shot
gl775,mt261,ply733,35,ply741,right-footed shot
gl1,mt1,ply643,16,ply655,header
gl2,mt1,ply727,28,,own goal
gl3,mt1,ply765,42,ply727,header
gl4,mt1,ply664,45,,penalty
gl5,mt1,ply765,51,ply756,header
gl6,mt1,ply655,56,ply648,right-footed shot
gl7,mt1,ply765,73,ply766,right-footed shot
gl8,mt1,ply644,75,ply656,right-footed shot
gl9,mt1,ply1064,85,ply648,right-footed shot
gl10,mt2,ply1065,15,ply739,left-footed shot
gl11,mt2,ply322,27,ply311,right-footed shot
gl12,mt3,ply1066,8,,right-footed shot
gl13,mt3,ply740,74,ply739,left-footed shot
gl14,mt4,ply765,5,ply757,right-footed shot
gl15,mt4,ply322,22,ply21,right-footed shot
gl16,mt4,ply320,40,ply322,right-footed shot
gl17,mt5,ply644,30,ply654,right-footed shot
gl18,mt5,ply664,43,,penalty
gl19,mt5,ply650,53,ply653,right-footed shot
gl20,mt5,ply657,67,ply293,left-footed shot
gl21,mt5,ply322,81,ply323,right-footed shot
gl22,mt5,ply664,84,ply1067,left-footed shot
gl23,mt6,ply739,9,ply922,right-footed shot
gl24,mt6,ply763,28,ply1068,right-footed shot
gl25,mt6,ply727,57,ply1068,right-footed shot
gl26,mt6,ply740,67,,left-footed shot
gl27,mt6,ply740,74,,penalty
gl28,mt7,ply765,8,ply763,header
gl29,mt7,ply1069,21,ply739,left-footed shot
gl30,mt7,ply1069,39,ply726,header
gl31,mt7,ply762,90,,penalty
gl32,mt8,ply654,15,ply644,right-footed shot
gl33,mt8,ply649,17,,own goal
gl34,mt8,ply664,54,ply644,header
gl35,mt8,ply293,72,ply656,right-footed shot
gl36,mt8,ply1064,90,ply644,right-footed shot
gl37,mt9,ply739,50,ply740,right-footed shot
gl38,mt9,ply293,63,ply1064,left-footed shot
gl39,mt9,ply1064,76,ply652,left-footed shot
gl40,mt10,ply765,12,,left-footed shot
gl41,mt10,ply757,17,,penalty
gl42,mt10,ply763,26,ply1068,header
gl43,mt10,ply757,45,ply765,right-footed shot
gl44,mt10,ply765,90,,right-footed shot
gl45,mt11,ply762,24,ply760,left-footed shot
gl46,mt11,ply763,71,ply757,right-footed shot
gl47,mt11,ply664,76,ply1070,header
gl48,mt12,ply739,2,,right-footed shot
gl49,mt12,ply739,7,ply527,right-footed shot
gl50,mt12,ply740,38,ply739,left-footed shot
gl51,mt12,ply320,68,ply327,left-footed shot
gl52,mt12,ply740,76,,penalty
gl53,mt14,ply16,9,,own goal
gl54,mt14,ply32,42,ply31,right-footed shot
gl55,mt14,ply20,44,,left-footed shot
gl56,mt14,ply590,49,ply30,left-footed shot
gl57,mt14,ply578,69,,right-footed shot
gl58,mt15,ply590,18,,left-footed shot
gl59,mt15,ply142,45,,left-footed shot
gl60,mt15,ply590,60,ply579,left-footed shot
gl61,mt15,ply432,75,ply1071,header
gl62,mt15,ply589,77,ply579,left-footed shot
gl63,mt15,ply589,81,,right-footed shot
gl64,mt16,ply31,20,,right-footed shot
gl65,mt16,ply115,84,ply1072,left-footed shot
gl66,mt16,ply1073,90,,penalty
gl67,mt17,ply590,8,ply572,left-footed shot
gl68,mt17,ply580,13,,right-footed shot
gl69,mt17,ply115,20,ply109,left-footed shot
gl70,mt17,ply115,34,ply116,left-footed shot
gl71,mt17,ply590,78,,penalty
gl72,mt18,ply585,65,ply432,right-footed shot
gl73,mt19,ply585,6,ply421,right-footed shot
gl74,mt19,ply1074,61,,own goal
gl75,mt20,ply586,13,ply564,header
gl76,mt20,ply142,21,ply564,left-footed shot
gl77,mt21,ply583,52,,right-footed shot
gl78,mt21,ply590,70,ply578,left-footed shot
gl79,mt22,ply29,87,ply388,header
gl80,mt23,ply115,56,ply111,right-footed shot
gl81,mt23,ply114,90,ply115,right-footed shot
gl82,mt23,ply108,90,,right-footed shot
gl83,mt23,ply1075,90,,penalty
gl84,mt24,ply16,29,,right-footed shot
gl85,mt24,ply590,36,,left-footed shot
gl86,mt24,ply30,55,,header
gl87,mt25,ply207,20,ply201,right-footed shot
gl88,mt25,ply662,45,ply207,left-footed shot
gl89,mt25,ply169,90,ply1076,header
gl90,mt26,ply221,2,,header
gl91,mt26,ply221,9,ply698,right-footed shot
gl92,mt26,ply961,33,ply1077,left-footed shot
gl93,mt26,ply49,39,ply134,left-footed shot
gl94,mt26,ply221,51,ply698,left-footed shot
gl95,mt26,ply221,63,ply128,left-footed shot
gl96,mt27,ply49,17,ply60,left-footed shot
gl97,mt27,ply221,43,ply49,right-footed shot
gl98,mt28,ply222,37,ply207,right-footed shot
gl99,mt29,ply940,15,ply942,header
gl100,mt29,ply328,25,ply1076,header
gl101,mt29,ply940,27,ply961,header
gl102,mt29,ply733,44,,penalty
gl103,mt29,ply961,89,ply962,left-footed shot
gl104,mt30,ply225,11,,own goal
gl105,mt30,ply39,25,ply221,left-footed shot
gl106,mt30,ply698,57,ply221,left-footed shot
gl107,mt30,ply221,72,ply39,header
gl108,mt31,ply225,37,,penalty
gl109,mt31,ply60,72,ply698,left-footed shot
gl110,mt31,ply221,83,ply698,header
gl111,mt31,ply52,90,ply698,right-footed shot
gl112,mt32,ply962,31,,penalty
gl113,mt32,ply962,38,ply1077,right-footed shot
gl114,mt32,ply961,41,ply947,left-footed shot
gl115,mt32,ply733,56,ply944,right-footed shot
gl116,mt33,ply187,22,,penalty
gl117,mt33,ply221,54,ply1078,left-footed shot
gl118,mt33,ply221,69,ply682,right-footed shot
gl119,mt34,ply962,30,,right-footed shot
gl120,mt34,ply962,39,,right-footed shot
gl121,mt34,ply946,81,,header
gl122,mt34,ply222,90,ply225,left-footed shot
gl123,mt35,ply221,8,,penalty
gl124,mt35,ply960,22,ply1079,left-footed shot
gl125,mt35,ply698,42,,left-footed shot
gl126,mt35,ply928,58,ply1080,left-footed shot
gl127,mt35,ply49,62,ply52,left-footed shot
gl128,mt35,ply1079,78,ply947,left-footed shot
gl129,mt36,ply222,29,ply207,left-footed shot
gl130,mt36,ply225,45,,penalty
gl131,mt36,ply225,53,ply210,right-footed shot
gl132,mt36,ply662,68,ply205,header
gl133,mt36,ply662,81,ply210,header
gl134,mt37,ply1081,16,ply1082,left-footed shot
gl135,mt37,ply1083,62,ply1082,header
gl136,mt38,ply836,89,ply825,left-footed shot
gl137,mt40,ply1084,25,ply1082,header
gl138,mt40,ply831,65,,penalty
gl139,mt40,ply1085,90,ply1081,left-footed shot
gl140,mt41,ply880,37,,own goal
gl141,mt41,ply837,51,ply828,right-footed shot
gl142,mt41,ply837,56,,left-footed shot
gl143,mt41,ply836,65,ply837,left-footed shot
gl144,mt41,ply831,90,ply834,right-footed shot
gl145,mt42,ply497,34,ply1086,left-footed shot
gl146,mt42,ply1085,52,,free kick
gl147,mt42,ply1086,58,ply497,left-footed shot
gl148,mt42,ply480,67,ply482,right-footed shot
gl149,mt43,ply831,14,ply837,right-footed shot
gl150,mt43,ply803,39,ply1087,right-footed shot
gl151,mt43,ply831,61,ply837,right-footed shot
gl152,mt44,ply488,54,ply1086,right-footed shot
gl153,mt44,ply484,66,,right-footed shot
gl154,mt44,ply1088,82,,right-footed shot
gl155,mt44,ply1081,90,ply1085,header
gl156,mt45,ply497,61,,right-footed shot
gl157,mt45,ply497,67,ply1089,header
gl158,mt46,ply816,30,,free kick
gl159,mt46,ply827,45,ply836,right-footed shot
gl160,mt46,ply831,55,ply821,right-footed shot
gl161,mt47,ply827,17,ply836,left-footed shot
gl162,mt47,ply834,79,ply818,left-footed shot
gl163,mt48,ply803,42,ply880,right-footed shot
gl164,mt48,ply1090,90,,right-footed shot
gl165,mt49,ply143,34,ply144,right-footed shot
gl166,mt49,ply398,56,,left-footed shot
gl167,mt49,ply398,85,,left-footed shot
gl168,mt51,ply588,3,,right-footed shot
gl169,mt51,ply933,69,ply925,right-footed shot
gl170,mt51,ply588,79,,penalty
gl171,mt52,ply398,12,,penalty
gl172,mt52,ply398,27,ply143,right-footed shot
gl173,mt52,ply141,68,ply144,right-footed shot
gl174,mt52,ply144,74,ply143,left-footed shot
gl175,mt52,ply139,87,ply129,header
gl176,mt53,ply384,36,ply381,right-footed shot
gl177,mt54,ply144,70,,free kick
gl178,mt54,ply1091,80,,own goal
gl179,mt54,ply398,82,ply144,left-footed shot
gl180,mt54,ply144,84,ply131,left-footed shot
gl181,mt55,ply398,26,ply140,header
gl182,mt55,ply141,32,ply398,back heel
gl183,mt55,ply917,38,ply907,header
gl184,mt55,ply144,49,ply125,left-footed shot
gl185,mt55,ply398,61,ply144,right-footed shot
gl186,mt55,ply588,74,ply925,right-footed shot
gl187,mt55,ply398,84,ply122,right-footed shot
gl188,mt56,ply395,70,,right-footed shot
gl189,mt57,ply398,14,,bicycle kick
gl190,mt57,ply140,42,ply1092,right-footed shot
gl191,mt57,ply355,70,ply364,right-footed shot
gl192,mt59,ply143,34,ply398,header
gl193,mt59,ply144,43,ply140,left-footed shot
gl194,mt59,ply136,62,ply125,left-footed shot
gl195,mt60,ply333,16,ply925,left-footed shot
gl196,mt60,ply914,21,,right-footed shot
gl197,mt61,ply699,13,ply689,right-footed shot
gl198,mt61,ply1093,66,ply265,left-footed shot
gl199,mt61,ply1094,90,,right-footed shot
gl200,mt62,ply1095,6,ply87,right-footed shot
gl201,mt62,ply1025,39,,left-footed shot
gl202,mt62,ply1028,73,ply1030,right-footed shot
gl203,mt62,ply493,83,ply1096,left-footed shot
gl204,mt63,ply1097,68,ply87,left-footed shot
gl205,mt64,ply1098,53,ply1028,right-footed shot
gl206,mt64,ply844,60,ply689,left-footed shot
gl207,mt64,ply699,90,ply1099,right-footed shot
gl208,mt65,ply81,15,ply76,left-footed shot
gl209,mt65,ply66,29,ply79,header
gl210,mt65,ply704,53,ply689,right-footed shot
gl211,mt65,ply680,75,ply689,right-footed shot
gl212,mt65,ply699,81,ply684,header
gl213,mt66,ply1033,6,ply1015,header
gl214,mt66,ply1030,16,ply1020,header
gl215,mt66,ply265,77,ply259,right-footed shot
gl216,mt66,ply1006,88,,left-footed shot
gl217,mt66,ply1027,90,ply1030,left-footed shot
gl218,mt67,ply1100,12,ply87,left-footed shot
gl219,mt67,ply699,45,ply689,right-footed shot
gl220,mt67,ply87,56,ply71,left-footed shot
gl221,mt67,ply699,90,ply701,right-footed shot
gl222,mt68,ply1017,36,,left-footed shot
gl223,mt68,ply1028,89,,right-footed shot
gl224,mt69,ply699,78,,right-footed shot
gl225,mt69,ply705,90,ply689,right-footed shot
gl226,mt70,ply87,10,ply1095,right-footed shot
gl227,mt70,ply1094,39,ply1101,header
gl228,mt70,ply71,51,ply81,left-footed shot
gl229,mt70,ply262,80,ply1093,left-footed shot
gl230,mt70,ply1102,85,,left-footed shot
gl231,mt70,ply86,88,,free kick
gl232,mt71,ply701,9,ply684,left-footed shot
gl233,mt71,ply259,42,,right-footed shot
gl234,mt72,ply1028,3,ply1020,left-footed shot
gl235,mt72,ply1017,42,ply1103,right-footed shot
gl236,mt72,ply1028,51,ply1030,left-footed shot
gl237,mt72,ply80,71,ply69,left-footed shot
gl238,mt72,ply87,80,ply1100,right-footed shot
gl239,mt73,ply800,21,,penalty
gl240,mt73,ply863,42,,penalty
gl241,mt75,ply219,35,,penalty
gl242,mt75,ply219,53,,penalty
gl243,mt75,ply1104,62,,free kick
gl244,mt76,ply1105,48,,left-footed shot
gl245,mt76,ply863,87,,penalty
gl246,mt77,ply219,3,ply799,left-footed shot
gl247,mt77,ply991,15,ply978,header
gl248,mt77,ply806,65,ply1106,right-footed shot
gl249,mt77,ply806,77,ply781,right-footed shot
gl250,mt79,ply971,3,ply980,right-footed shot
gl251,mt79,ply789,30,,free kick
gl252,mt79,ply991,60,ply978,right-footed shot
gl253,mt80,ply59,15,ply868,right-footed shot
gl254,mt80,ply553,43,,penalty
gl255,mt80,ply1107,51,ply1108,right-footed shot
gl256,mt81,ply553,31,ply1104,left-footed shot
gl257,mt82,ply859,12,ply863,header
gl258,mt82,ply868,90,ply59,right-footed shot
gl259,mt83,ply806,50,ply219,right-footed shot
gl260,mt84,ply1104,11,ply1107,left-footed shot
gl261,mt84,ply553,72,ply548,left-footed shot
gl262,mt84,ply548,78,ply1107,right-footed shot
gl263,mt84,ply1105,89,ply978,left-footed shot
gl264,mt85,ply498,69,ply273,header
gl265,mt86,ply505,23,ply1109,header
gl266,mt86,ply1110,45,,penalty
gl267,mt86,ply118,45,,right-footed shot
gl268,mt87,ply1049,9,ply1043,right-footed shot
gl269,mt87,ply1052,49,ply1111,header
gl270,mt87,ply1062,80,,left-footed shot
gl271,mt87,ply1055,90,,right-footed shot
gl272,mt88,ply525,46,ply1112,left-footed shot
gl273,mt89,ply1113,86,ply511,header
gl274,mt90,ply378,9,ply279,right-footed shot
gl275,mt90,ply284,21,,penalty
gl276,mt90,ply283,48,ply1114,left-footed shot
gl277,mt90,ply284,57,,penalty
gl278,mt91,ply294,56,ply1114,left-footed shot
gl279,mt92,ply1110,11,,left-footed shot
gl280,mt92,ply507,26,,own goal
gl281,mt92,ply1110,58,,penalty
gl282,mt92,ply525,73,ply1112,left-footed shot
gl283,mt92,ply118,82,ply1110,left-footed shot
gl284,mt92,ply1115,90,ply1116,right-footed shot
gl285,mt93,ply280,25,ply824,right-footed shot
gl286,mt93,ply277,55,,right-footed shot
gl287,mt93,ply1114,58,ply287,left-footed shot
gl288,mt93,ply767,90,ply294,right-footed shot
gl289,mt94,ply628,28,ply1117,right-footed shot
gl290,mt94,ply1111,90,,penalty
gl291,mt95,ply767,2,ply378,right-footed shot
